Province,Electoral District Name/Nom de circonscription,Electoral District Number/Numéro de circonscription,Candidate/Candidat,Candidate Residence/Résidence du candidat,Candidate Occupation/Profession du candidat,Votes Obtained/Votes obtenus,Percentage of Votes Obtained /Pourcentage des votes obtenus,Majority/Majorité,Majority Percentage/Pourcentage de majorité
"British Columbia/Colombie-Britannique","Chilliwack--Hope","59006","Dorothy-Jean O'Donnell Marxist-Leninist/Marxiste-Léniniste","Hope, B.C./ C.-B.","Lawyer/Avocate",82,.2,,
"British Columbia/Colombie-Britannique","Cloverdale--Langley City","59007","John Aldag Liberal/Libéral","Langley, B.C./ C.-B.","Manager - Parks Canada/Gestionnaire - Parcs Canada",24617,45.5,      5817,  10.8
"British Columbia/Colombie-Britannique","Cloverdale--Langley City","59007","Dean Drysdale Conservative/Conservateur","Surrey, B.C./ C.-B.","Entrepreneur / Business Professor/Entrepreneur / Professeur de gestion des affaires",18800,34.8,,
"British Columbia/Colombie-Britannique","Cloverdale--Langley City","59007","Rebecca Smith NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Surrey, B.C./ C.-B.","Consultant/Consultante",8463,15.7,,
"British Columbia/Colombie-Britannique","Cloverdale--Langley City","59007","Scott Anderson Green Party/Parti Vert","Surrey, B.C./ C.-B.","Developer/Developpeur",2195,4.1,,
"British Columbia/Colombie-Britannique","Coquitlam--Port Coquitlam","59008","Ron McKinnon Liberal/Libéral","Port Coquitlam, B.C./ C.-B.","Systems Analyst/Analyste de systèmes",19938,35.3,      1855,   3.3
"British Columbia/Colombie-Britannique","Coquitlam--Port Coquitlam","59008","Douglas Horne Conservative/Conservateur","Coquitlam, B.C./ C.-B.","Politician/Politicien",18083,32,,
"British Columbia/Colombie-Britannique","Coquitlam--Port Coquitlam","59008","Sara Norman NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Coquitlam, B.C./ C.-B.","Journalist/Journaliste",15400,27.3,,
"British Columbia/Colombie-Britannique","Coquitlam--Port Coquitlam","59008","Brad Nickason Green Party/Parti Vert","Port Coquitlam, B.C./ C.-B.","Graphic Designer/Concepteur graphique",2076,3.7,,
"British Columbia/Colombie-Britannique","Coquitlam--Port Coquitlam","59008","Lewis Clarke Dahlby Libertarian/Libertarien","Port Coquitlam, B.C./ C.-B.","Business Owner/Propriétaire d'entreprise",1014,1.8,,
"British Columbia/Colombie-Britannique","Courtenay--Alberni","59009","Gord Johns NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Port Alberni, B.C./ C.-B.","Business Owner/Propriétaire d'entreprise",26582,38.1,      6868,   9.8
"British Columbia/Colombie-Britannique","Courtenay--Alberni","59009","John Duncan ** Conservative/Conservateur","Qualicum Beach, B.C./ C.-B.","Parliamentarian/Parlementaire",19714,28.2,,
"British Columbia/Colombie-Britannique","Courtenay--Alberni","59009","Carrie Powell-Davidson Liberal/Libéral","Parksville, B.C./ C.-B.","Writer/Écrivaine",15212,21.8,,
"British Columbia/Colombie-Britannique","Courtenay--Alberni","59009","Glenn Sollitt Green Party/Parti Vert","Qualicum Beach, B.C./ C.-B.","Seafood distributor/Distributeur de fruits de mer",8201,11.7,,
"British Columbia/Colombie-Britannique","Courtenay--Alberni","59009","Barbara Biley Marxist-Leninist/Marxiste-Léniniste","Courtenay, B.C./ C.-B.","Health Care Worker/Travailleuse de la santé",140,.2,,
"British Columbia/Colombie-Britannique","Cowichan--Malahat--Langford","59010","Alistair MacGregor NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Duncan, B.C./ C.-B.","Constituency Assistant/Adjoint de circonscription",22200,35.9,      7515,  12.2
"British Columbia/Colombie-Britannique","Cowichan--Malahat--Langford","59010","Luke Krayenhoff Liberal/Libéral","Victoria, B.C./ C.-B.","Consultant/Consultant",14685,23.8,,
"British Columbia/Colombie-Britannique","Cowichan--Malahat--Langford","59010","Martin Barker Conservative/Conservateur","Duncan, B.C./ C.-B.","Chiropractor/Chiropraticien",14091,22.8,,
"British Columbia/Colombie-Britannique","Cowichan--Malahat--Langford","59010","Fran Hunt-Jinnouchi Green Party/Parti Vert","Victoria, B.C./ C.-B.","Business Owner/Propriétaire d'entreprise",10462,16.9,,
"British Columbia/Colombie-Britannique","Cowichan--Malahat--Langford","59010","Alastair Haythornthwaite Marxist-Leninist/Marxiste-Léniniste","Duncan, B.C./ C.-B.","Retired machinist/Machiniste retraité",340,.6,,
"British Columbia/Colombie-Britannique","Delta","59011","Carla Qualtrough Liberal/Libéral","Delta, B.C./ C.-B.","Lawyer/Avocate",27355,49.1,      9100,  16.3
"British Columbia/Colombie-Britannique","Delta","59011","Kerry-Lynne Findlay ** Conservative/Conservateur","Delta, B.C./ C.-B.","Parliamentarian/Parlementaire",18255,32.8,,
"British Columbia/Colombie-Britannique","Delta","59011","Jeremy Leveque NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Delta, B.C./ C.-B.","PhD Candidate/Candidat au doctorat",8311,14.9,,
"British Columbia/Colombie-Britannique","Delta","59011","Anthony Edward Devellano Green Party/Parti Vert","Surrey, B.C./ C.-B.","Auto Sales/Commerce en automobiles",1768,3.2,,
"British Columbia/Colombie-Britannique","Esquimalt--Saanich--Sooke","59026","Randall Garrison ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Victoria, B.C./ C.-B.","College Instructor/Formateur au niveau collégial",23836,35,      5214,   7.7
"British Columbia/Colombie-Britannique","Esquimalt--Saanich--Sooke","59026","David Merner Liberal/Libéral","Victoria, B.C./ C.-B.","Lawyer/Avocat",18622,27.4,,
"British Columbia/Colombie-Britannique","Esquimalt--Saanich--Sooke","59026","Frances Litman Green Party/Parti Vert","Victoria, B.C./ C.-B.","Professional Photographer/Photographe professionnelle",13575,19.9,,
"British Columbia/Colombie-Britannique","Esquimalt--Saanich--Sooke","59026","Shari Lukens Conservative/Conservateur","Victoria, B.C./ C.-B.","Retired City Councillor/Conseiller municipal retraité",11912,17.5,,
"British Columbia/Colombie-Britannique","Esquimalt--Saanich--Sooke","59026","Tyson Strandlund Communist/Communiste","Victoria, B.C./ C.-B.","Student/Étudiant",136,.2,,
"British Columbia/Colombie-Britannique","Fleetwood--Port Kells","59012","Ken Hardie Liberal/Libéral","Surrey, B.C./ C.-B.","Public Affairs Manager/Gestionnaire des affaires publiques",22871,46.9,      8596,  17.6
"British Columbia/Colombie-Britannique","Fleetwood--Port Kells","59012","Nina Grewal ** Conservative/Conservateur","Surrey, B.C./ C.-B.","Parliamentarian/Parlementaire",14275,29.3,,
"British Columbia/Colombie-Britannique","Fleetwood--Port Kells","59012","Garry Begg NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Langley, B.C./ C.-B.","RCMP Officer (Retired)/Agent de la GRC (retraité)",10463,21.5,,
"British Columbia/Colombie-Britannique","Fleetwood--Port Kells","59012","Richard Hosein Green Party/Parti Vert","Surrey, B.C./ C.-B.","Administrative coordinator/Coordonnateur administratif",1154,2.4,,
"British Columbia/Colombie-Britannique","Kamloops--Thompson--Cariboo","59013","Cathy McLeod ** Conservative/Conservateur","Kamloops, B.C./ C.-B.","Parliamentarian/Parlementaire",24595,35.3,      3129,   4.5
"British Columbia/Colombie-Britannique","Kamloops--Thompson--Cariboo","59013","Bill Sundhu NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Kamloops, B.C./ C.-B.","Lawyer/Avocat",21466,30.8,,
"British Columbia/Colombie-Britannique","Kamloops--Thompson--Cariboo","59013","Steve Powrie Liberal/Libéral","Kamloops, B.C./ C.-B.","Educator/Éducateur",21215,30.4,,
"British Columbia/Colombie-Britannique","Kamloops--Thompson--Cariboo","59013","Matthew Greenwood Green Party/Parti Vert","Kamloops, B.C./ C.-B.","Intake Worker/Travailleur chargé de l'accueil",2489,3.6,,
"British Columbia/Colombie-Britannique","Kelowna--Lake Country","59014","Stephen Fuhr Liberal/Libéral","West Kelowna, B.C./ C.-B.","Pilot/Pilote",29614,46.2,      4112,   6.4
"British Columbia/Colombie-Britannique","Kelowna--Lake Country","59014","Ron Cannan ** Conservative/Conservateur","Kelowna, B.C./ C.-B.","Parliamentarian/Parlementaire",25502,39.8,,
"British Columbia/Colombie-Britannique","Kelowna--Lake Country","59014","Norah Mary Bowman NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Kelowna, B.C./ C.-B.","College Professor/Professeure au collége",9039,14.1,,
"British Columbia/Colombie-Britannique","Kootenay--Columbia","59015","Wayne Stetski NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Cranbrook, B.C./ C.-B.","Retiree/Retraité",23529,37.2,       282,   0.4
"British Columbia/Colombie-Britannique","Kootenay--Columbia","59015","David Wilks ** Conservative/Conservateur","Sparwood, B.C./ C.-B.","Parliamentarian/Parlementaire",23247,36.8,,
"British Columbia/Colombie-Britannique","Kootenay--Columbia","59015","Don Johnston Liberal/Libéral","Nelson, B.C./ C.-B.","Retired/Retraité",12315,19.5,,
"British Columbia/Colombie-Britannique","Kootenay--Columbia","59015","Bill Green Green Party/Parti Vert","Kimberley, B.C./ C.-B.","Biologist/manager/Biologiste/Gérant",4115,6.5,,
"British Columbia/Colombie-Britannique","Langley--Aldergrove","59016","Mark Warawa ** Conservative/Conservateur","Langley, B.C./ C.-B.","Parliamentarian/Parlementaire",27333,45.6,      5439,   9.1
"British Columbia/Colombie-Britannique","Langley--Aldergrove","59016","Leon Jensen Liberal/Libéral","Langley, B.C./ C.-B.","Retired/Retraité",21894,36.6,,
"British Columbia/Colombie-Britannique","Langley--Aldergrove","59016","Margot Sangster NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Vancouver, B.C./ C.-B.","Mental Health Educator/Éducateur de la santé mentale",7490,12.5,,
"British Columbia/Colombie-Britannique","Langley--Aldergrove","59016","Simmi Saminder Kaur Dhillon Green Party/Parti Vert","Langley, B.C./ C.-B.","Homemaker / Community Advocate/Personne au foyer / avocate populaire",2644,4.4,,
"British Columbia/Colombie-Britannique","Langley--Aldergrove","59016","Lauren Southern Libertarian/Libertarien","Langley, B.C./ C.-B.","Coffee Shop Manager/Gestionnaire de café",535,.9,,
"British Columbia/Colombie-Britannique","Mission--Matsqui--Fraser Canyon","59017","Jati Sidhu Liberal/Libéral","Abbotsford, B.C./ C.-B.","Businessman/Homme d'affaires",16625,37.2,      1038,   2.3
"British Columbia/Colombie-Britannique","Mission--Matsqui--Fraser Canyon","59017","Brad Vis Conservative/Conservateur","Abbotsford, B.C./ C.-B.","Public and Media Relations/Relations avec le public et les médias",15587,34.9,,
"British Columbia/Colombie-Britannique","Mission--Matsqui--Fraser Canyon","59017","Dennis Adamson NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Yale, B.C./ C.-B.","Local Government Representative/Représentant d'une administration locale",9174,20.5,,
"British Columbia/Colombie-Britannique","Mission--Matsqui--Fraser Canyon","59017","Arthur Alexander Green Green Party/Parti Vert","Hope, B.C./ C.-B.","Motion Picture Technician/Technicien de cinéma",2293,5.1,,
"British Columbia/Colombie-Britannique","Mission--Matsqui--Fraser Canyon","59017","Wyatt Scott Independent/Indépendant","Mission, B.C./ C.-B.","Business Owner/Propriétaire d'entreprise",914,2,,
"British Columbia/Colombie-Britannique","Mission--Matsqui--Fraser Canyon","59017","Elaine Wismer Marxist-Leninist/Marxiste-Léniniste","Yale, B.C./ C.-B.","Heritage Interpreter/Interprète du patrimoine",58,.1,,
"British Columbia/Colombie-Britannique","Nanaimo--Ladysmith","59018","Sheila Malcolmson NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Gabriola, B.C./ C.-B.","Manager/Gestionnaire",23651,33.2,      6898,   9.7
"British Columbia/Colombie-Britannique","Nanaimo--Ladysmith","59018","Tim Tessier Liberal/Libéral","Nanaimo, B.C./ C.-B.","Realtor/Courtier en immeubles",16753,23.5,,
"British Columbia/Colombie-Britannique","Nanaimo--Ladysmith","59018","Mark Allen MacDonald Conservative/Conservateur","Nanaimo, B.C./ C.-B.","Publisher/Editeur",16637,23.4,,
"British Columbia/Colombie-Britannique","Nanaimo--Ladysmith","59018","Paul Manly Green Party/Parti Vert","Nanaimo, B.C./ C.-B.","Media Producer/Réalisateur des médias",14074,19.8,,
"British Columbia/Colombie-Britannique","Nanaimo--Ladysmith","59018","Jack East Marxist-Leninist/Marxiste-Léniniste","Campbell River, B.C./ C.-B.","Retired Railway Worker/Cheminot retraité",126,.2,,
"British Columbia/Colombie-Britannique","New Westminster--Burnaby","59019","Peter Julian ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","New Westminster, B.C./ C.-B.","Parliamentarian/Parlementaire",22876,43.5,      7623,  14.5
"British Columbia/Colombie-Britannique","New Westminster--Burnaby","59019","Sasha Ramnarine Liberal/Libéral","New Westminster, B.C./ C.-B.","Lawyer/Avocat",15253,29,,
"British Columbia/Colombie-Britannique","New Westminster--Burnaby","59019","Chloé Ellis Conservative/Conservateur","New Westminster, B.C./ C.-B.","Banker/Banquière",10512,20,,
"British Columbia/Colombie-Britannique","New Westminster--Burnaby","59019","Kyle Routledge Green Party/Parti Vert","New Westminster, B.C./ C.-B.","Biologist (Wildlife)/Biologiste de la faune",2487,4.7,,
"British Columbia/Colombie-Britannique","New Westminster--Burnaby","59019","Rex Brocki Libertarian/Libertarien","Burnaby, B.C./ C.-B.","Retired/Retraité",1368,2.6,,
"British Columbia/Colombie-Britannique","New Westminster--Burnaby","59019","Joseph Theriault Marxist-Leninist/Marxiste-Léniniste","New Westminster, B.C./ C.-B.","Retired Health Care Worker/Travailleur de la santé retraité",146,.3,,
"British Columbia/Colombie-Britannique","North Island--Powell River","59037","Rachel Blaney NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Campbell River, B.C./ C.-B.","Executive Director/Directrice administrative",24340,40.2,      8500,  14.0
"British Columbia/Colombie-Britannique","North Island--Powell River","59037","Laura Smith Conservative/Conservateur","Campbell River, B.C./ C.-B.","Policy and Communications Advisor/Conseiller politique et en communications",15840,26.2,,
"British Columbia/Colombie-Britannique","North Island--Powell River","59037","Peter Schwarzhoff Liberal/Libéral","Campbell River, B.C./ C.-B.","Retired Atmospheric Scientist/Atmosphériste retraité",15416,25.5,,
"British Columbia/Colombie-Britannique","North Island--Powell River","59037","Brenda Sayers Green Party/Parti Vert","Port Alberni, B.C./ C.-B.","Financial Administrator/Administratrice des finances",4940,8.2,,
"British Columbia/Colombie-Britannique","North Okanagan--Shuswap","59020","Mel Arnold Conservative/Conservateur","Salmon Arm, B.C./ C.-B.","Businessman/Homme d'affaires",27490,39.3,      6541,   9.4
"British Columbia/Colombie-Britannique","North Okanagan--Shuswap","59020","Cindy Derkaz Liberal/Libéral","Salmon Arm, B.C./ C.-B.","Retired Lawyer/Avocate à la retraite",20949,29.9,,
"British Columbia/Colombie-Britannique","North Okanagan--Shuswap","59020","Jacqui Gingras NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Falkland, B.C./ C.-B.","Professor/Professeure",17907,25.6,,
"British Columbia/Colombie-Britannique","North Okanagan--Shuswap","59020","Chris George Green Party/Parti Vert","Sorrento, B.C./ C.-B.","Student/Etudiant",3608,5.2,,
"British Columbia/Colombie-Britannique","North Vancouver","59021","Jonathan Wilkinson Liberal/Libéral","North Vancouver, B.C./ C.-B.","Business Person/Personne d'affaires",36458,56.7,     19157,  29.8
"British Columbia/Colombie-Britannique","North Vancouver","59021","Andrew Saxton ** Conservative/Conservateur","North Vancouver, B.C./ C.-B.","Parliamentarian/Parlementaire",17301,26.9,,
"British Columbia/Colombie-Britannique","North Vancouver","59021","Claire Martin Green Party/Parti Vert","North Vancouver, B.C./ C.-B.","Consultant/Consultante",5350,8.3,,
"British Columbia/Colombie-Britannique","North Vancouver","59021","Carleen Thomas NDP-New Democratic Party/NPD-Nouveau Parti démocratique","North Vancouver, B.C./ C.-B.","Project Manager/Gestionnaire de projets",5015,7.8,,
"British Columbia/Colombie-Britannique","North Vancouver","59021","Ismet Yetisen Libertarian/Libertarien","Vancouver, B.C./ C.-B.","Hospitality Manager/Gestionnaire de l'accueil",136,.2,,
"British Columbia/Colombie-Britannique","North Vancouver","59021","Payam Azad Independent/Indépendant","West Vancouver, B.C./ C.-B.","Businessman/Homme d'affaires",94,.1,,
"British Columbia/Colombie-Britannique","Pitt Meadows--Maple Ridge","59022","Dan Ruimy Liberal/Libéral","Maple Ridge, B.C./ C.-B.","Self-Employed/Travailleur indépendant",17673,33.9,      1300,   2.5
"British Columbia/Colombie-Britannique","Pitt Meadows--Maple Ridge","59022","Mike Murray Conservative/Conservateur","Pitt Meadows, B.C./ C.-B.","Executive Assistant/Adjoint de direction",16373,31.4,,
"British Columbia/Colombie-Britannique","Pitt Meadows--Maple Ridge","59022","Bob D'Eith NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Maple Ridge, B.C./ C.-B.","Lawyer/Avocat",15450,29.6,,
"British Columbia/Colombie-Britannique","Pitt Meadows--Maple Ridge","59022","Peter Tam Green Party/Parti Vert","Maple Ridge, B.C./ C.-B.","System Analyst/Analyste de système ",2202,4.2,,
"British Columbia/Colombie-Britannique","Pitt Meadows--Maple Ridge","59022","Steve Ranta Independent/Indépendant","Maple Ridge, B.C./ C.-B.","Retired/Retraité",452,.9,,
"British Columbia/Colombie-Britannique","Port Moody--Coquitlam","59023","Fin Donnelly ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Coquitlam, B.C./ C.-B.","Parliamentarian/Parlementaire",19706,36,      2818,   5.2
"British Columbia/Colombie-Britannique","Port Moody--Coquitlam","59023","Jessie Adcock Liberal/Libéral","Anmore, B.C./ C.-B.","Chief Digital Officer/Directrice de la stratégie digitale",16888,30.9,,
"British Columbia/Colombie-Britannique","Port Moody--Coquitlam","59023","Tim Laidler Conservative/Conservateur","Port Moody, B.C./ C.-B.","Executive Director/Directeur exécutif",16112,29.5,,
"British Columbia/Colombie-Britannique","Port Moody--Coquitlam","59023","Marcus Madsen Green Party/Parti Vert","Port Moody, B.C./ C.-B.","Digital Media Consultant/Consultant en médias numériques",1878,3.4,,
"British Columbia/Colombie-Britannique","Port Moody--Coquitlam","59023","Roland Verrier Marxist-Leninist/Marxiste-Léniniste","Coquitlam, B.C./ C.-B.","Retired Electrician/Electricien retraité",83,.2,,
"British Columbia/Colombie-Britannique","Prince George--Peace River--Northern Rockies","59024","Bob Zimmer ** Conservative/Conservateur","Fort St. John, B.C./ C.-B.","Parliamentarian/Parlementaire",27237,52.5,     14324,  27.6
